"검증자들은 자신이 가진, 혹은 위임받은 카바(KAVA) 갯수에 _ _ 해 투표 할 수 있다.",,,,,,,,,,,,비례,,4,,,,,,,,,,,
"카바(KAVA) 트위터에서 3월 15일 어떤 암호 화폐를 가장 먼저 지원할 지에 대한 투표를 진행했었는데, 3월 28일 발표된 결과에서 과반 수 이상의 득표를 한 암호 화폐의 이름은 _ _ _ 이다.",,,,,,,,,,,,XRP,,23,,,,,,,,,,,
카바(KAVA)는 테스트넷 _ _ _ _ 에서 CDP 기능을 선보였다.,,,,,,,,,,,,4000,,5,,,,,,,,,,,
"카바(KAVA)는 2020년 3월 5일, 프론티어 월렛에서 _ _ _ 를 통해 _ _ _ _ 를 발행하는 데모 영상을 공개했다.",,,,,,,,,,,,BNB/USDX,,,,,,,,,,,,,
카바(KAVA)는 현재 바이낸스와의 상호 운용성을 위해 _ _ _  _ 의 구현을 하고 있다.,,,,,,,,,,,,BEP 3,,,,,,,,,,,,,
"카바(KAVA)는 3월 31일, _ _ _  _ _ 기능을 포함한 테스트넷 _ _ _ _ 을 런칭했다.",,,,,,,,,,,,크로스 체인/5000,,,,,,,,,,,,,
카바(KAVA)는 공식 _ _ _  네트워크로써 체인링크와 파트너십을 맺었다.,,,,,,,,,,,,오라클,,,,,,,,,,,,,
카바(KAVA)의 CEO는 _ _ _ _ _  _ _ _ _ 이다. ,,,,,,,,,,,,Brian Kerr,,,,,,,,,,,,,
카바(KAVA)의 리드 엔지니어는 _ _ _ _ _  _ _ _ _ _ 이다.,,,,,,,,,,,,Kevin Davis,,,,,,,,,,,,,
카바(KAVA)의 프로덕트 매니저는 _ _ _ _ _  _ _ _ _ _ _ 이다.,,,,,,,,,,,,Scott Stuart,,,,,,,,,,,,,
카바(KAVA)의 블록체인 개발 리드는 _ _ _ _ _ _ _  _' _ _ _ _ _ _ _ 이다.,,,,,,,,,,,,Ruaridh O'Donnell,,,,,,,,,,,,,
카바(KAVA)의 블록체인은 _ _ _ _ 를 기반으로 만들어 졌다.,,,,,,,,,,,,텐더민트,,,,,,,,,,,,,
카바(KAVA)는 _ _ _ _ 에서 IEO를 했다.,,,,,,,,,,,,바이낸스 ,,,,,,,,,,,,,
카바(KAVA)의 메인넷은 _ _ _ _ 년  _ _ 월에 런칭했다.,,,,,,,,,,,,2019 / 11,,,,,,,,,,,,,
카바(KAVA)의 첫 CDP를 위한 담보물은 _ _ _ _  토큰인  _ _ _ 이다.,,,,,,,,,,,,바이낸스/BNB,,,,,,,,,,,,,
"카바(KAVA) 토큰의 총 공급량은 _ _ _, _ _ _, _ _ _ 개 이다.",,,,,,,,,,,,"100,000,000",,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, 시스템 내의 다양한 자산들에 대한 가격을 참조하기 위해, 화이트 리스트된 오라클들을 일종의 그룹으로 묶는 _ _ _ _ _ - _ _ _ _ (혹은 _ _ _ _) 모듈이 있다.",,,,,,,,,,,,Price-feed/가격피드,,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, 담보 비율이 불량한 CDP를 _ _ 하는 _ _ _ _ _ _ _ _ _ _ 모듈이 있다.",,,,,,,,,,,,압류/ Liquidator,,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, Liquidator 모듈에 의해 압류된 CDP는 _ _ _ _ _ _ _ 모듈에 의해 _ _ 에 올려진다.",,,,,,,,,,,,Auction/경매,,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, Auction 모듈에서 총 세 가지 경매를 진행한다. 그 중, 품목에 대하여 더 많은 가격을 제시하여 입찰하는 표준적인 경매 방식인 _ _ _ _ _ _ _  _ _ _ _ _ _ _ 이 있다. ",,,,,,,,,,,,Forward Auction,,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, Auction 모듈에서 총 세 가지 경매를 진행한다. 그 중, 품목에 대해 더 적은 가격을 제시하여 입찰하는 역경매 형식의 경매 방식인 _ _ _ _ _ _ _  _ _ _ _ _ _ _ 이 있다.",,,,,,,,,,,,Reverse Auction,,,,,,,,,,,,,
"카바(KAVA)의 시스템에서는, 특정한 상한선까지 많은 품목에 대해 더 많은 가격을 제시하며, 상한선에 도달할 경우, 그 품목 수를 줄이는 경매 방식인 _ _ _ _ _ _ _  _ _ _ _ _ _ _  _ _ _ _ _ _ _ 이 있다.",,,,,,,,,,,,Forward Reverse Auction,,,,,,1,,,,,,,
카바(KAVA)는 _ _ _  _ _ _ _ _ _ _ _ _ (혹은 _  _ _ _ _ _ ) 에 본사를 두고 있다.,,,,,,,,,,,,San Francisco/샌 프란시스코,,,,,,,,,,,,,
카바(KAVA)는 _ _ _ _ 년도에 시작된 프로젝트이다.,,,,,,,,,,,,2018,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
카바(KAVA)에서 가장 최근에 런칭한 테스트넷은 카바-4 _ _ _ _ _ 테스트넷이다.,,,,,,,,,,,,게이트웨이,,,,,,,,,,,,,
현재 바이낸스 상에서 지원하는 KAVA/USDT 페어의 레버리지 최대 배율은 _ _ 배 이다.,,,,,,,,,,,,50,,,,,,,,,,,,,
카바(KAVA)는 2020년 바이낸스 어워드 중 _ _ _ _ (영어로 _ _ _ _ _ _ _ _ _ ) 프로젝트 부문으로 수상하였다.,,,,,,,,,,,,런치패드(Launchpad),,,,,,,,,,,,,
카바(KAVA)는 2020년 6월에 바이낸스 마진 거래 오픈을 기념으로 진행된 트레이딩 이벤트 상품으로 테슬라社의 _ _ _  _ _ ( _ _ _ _ _ _ _ _ _ _ ) 을 상품으로 지급하였다.,,,,,,,,,,,,사이버 트럭(Cybertruck),,,,,,,,,,,,,
"카바(KAVA)를 위임하여 스테이킹 진행 시, 스테이킹 해제 신청 이후 _ _ 일 뒤에 이체가 가능하다.",,,,,,,,,,,,21,,,,,,,,,,,,,
카바(KAVA)는 바이낸스와 코인원 지갑 상에 넣어두기만 해도 _ _ _ _이 가능하다.,,,,,,,,,,,,스테이킹,,,,,,,,,,,,,
"카바(KAVA)의 제안 중 7월 30일 부터 적용된, BNB를 통한 USDX 발행 보상을 지급하는 것에 대한 투표안의 번호는 _ _ 번 프로포절이다.",,,,,,,,,,,,15,,,,,,,,,,,,,
"현재 카바(KAVA)에서 BNB를 통한 USDX 발행 시 배분되는 KAVA의 주간 보상 풀의 총량은 _ _ , _ _ _ KAVA이다.",,,,,,,,,,,,74000,,,,,,,,,,,,,
카바(KAVA)는 현재 BNB를 담보물로 하여 USDX를 발행하여 일주일에 한 번씩 _ _ (영어로 _ _ _ _ )를 보상으로 얻을 수 있다.,,,,,,,,,,,,카바(KAVA),,,,,,,,,,,,,
카바(KAVA)에서 BNB를 담보물로 USDX를 발행하여 보상을 얻는 Cryptopayday는 한국 기준으로 매주 _요일에 진행된다.,,,,,,,,,,,,수,,,,,,,,,,,,,
카바(KAVA)는 스와이프(Swipe)와의 파트너십을 통해 스와이프 월렛과 _ _ 카드로 KAVA와 USDX 거래를 지원할 예정이다.,,,,,,,,,,,,비자,,,,,,,,,,,,,
카바(KAVA)는 _ _ _  _ _ 와의 파트너십을 통해 검증자 노드를 제공하고 인터체인을 통해 스테이킹 서비스를 직접 운영할 수 있게 되었다.,,,,,,,,,,,,만트라 다오,https://twitter.com/MANTRADAO/status/1304479550563405825?s=20,,,,,,,,,,,,
2020년 9월 3일 바이낸스 상에서 BNB를 스테이킹하면 카바 CDP를 활용하여 수익을 창출하는 _ _ _ (영어로 _ _ _ _ ) 스테이킹 기능을 공개하였다.,,,,,,,,,,,,DeFi,https://www.binance.com/en/support/articles/d3d2e5257f014e4d9733725e263dbc57?utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial,,,,,,,,,,,,
"카바(KAVA)의 새로운 크로스체인 대출 플랫폼인 _ _ _ _ 를 통해 유저들은 BTC, XRP, BNB, BUSD, KAVA나 USDX등을 대출, 공급하고 HARD 토큰을 보상으로 받을 수 있다.",,,,,,,,,,,,하베스트,https://t.me/BlockTodaynews/1966,,,,,,,,,,,,
카바(KAVA)의 새로운 크로스체인 대출 플랫폼인 하베스트의 KAVA-4 게이트웨이 네트워크 업데이트 포함 거버넌스 프로포절의 번호는 _ _ 번이다. (정답 1회 허용. 수정 불가),,,,,,,,,,,,16,https://twitter.com/kava_labs/status/1308232749921103874?s=20,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
